author,title,description,url,publishedAt,source,language
AFP News,Ukraine Reports 'Most Important' Drone Attack On Kyiv Since Invasion,Ukraine reports 'most important' drone attack on Kyiv since invasion,https://www.ibtimes.com/ukraine-reports-most-important-drone-attack-kyiv-since-invasion-3696131,2023-05-28T09:45:32Z,International Business Times,en
,"Russia's ""Playing With Fire"" Warning To West Over F-16 Jets For Ukraine - NDTV","<ol><li>Russia's ""Playing With Fire"" Warning To West Over F-16 Jets For Ukraine  NDTV
</li><li>F-16 fighter jet coalition | Is the West preparing Ukraine for a suicide mission? | WION  WION
</li><li>F-16s vs Russian Air Defenses: Jets at Risk But Can Still …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lm5kdHYuY29tL3dvcmxkLW5ld3MvcnVzc2lhcy1wbGF5aW5nLXdpdGgtZmlyZS13YXJuaW5nLXRvLXdlc3Qtb3Zlci1mLTE2LWpldHMtZm9yLXVrcmFpbmUtNDA3MzUzOdIBcmh0dHBzOi8vd3d3Lm5kdHYuY29tL3dvcmxkLW5ld3MvcnVzc2lhcy1wbGF5aW5nLXdpdGgtZmlyZS13YXJuaW5nLXRvLXdlc3Qtb3Zlci1mLTE2LWpldHMtZm9yLXVrcmFpbmUtNDA3MzUzOS9hbXAvMQ?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1,2023-05-28T10:36:37Z,Google News,en
Alana Calvert,Russia warns of escalation to war if UK keeps supplying weapons to Ukraine,"The Russian ambassador claimed his country had not started to ‘act very seriously’, despite the war already raging for more than a year.",https://www.independent.co.uk/news/uk/russia-ukraine-laura-kuenssberg-nato-united-nations-b2347198.html,2023-05-28T02:36:17Z,Independent,en
James Landale & Francesca Gillett - BBC News,Ukraine war: Zelenksy praises air force after Russia's largest drone attack yet,"The Ukrainian president thanks his air force, after most of the Russian drones were shot down.",https://finance.yahoo.com/news/ukraine-war-zelenksy-praises-air-175800996.html,2023-05-28T17:58:00Z,Yahoo Entertainment,en
,Russia unleashes largest drone attack on Ukrainian capital since invasion - Indiatimes.com,"<ol><li>Russia unleashes largest drone attack on Ukrainian capital since invasion  Indiatimes.com
</li><li>Kyiv says Russian forces ease attacks on Bakhmut to regroup | Russia-Ukraine War Live | WION Live  WION
</li><li>Ukraine talks up counteroffensive as …",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiiwFodHRwczovL20udGltZXNvZmluZGlhLmNvbS93b3JsZC9ldXJvcGUvcnVzc2lhLXVubGVhc2hlcy1sYXJnZXN0LWRyb25lLWF0dGFjay1vbi11a3JhaW5pYW4tY2FwaXRhbC1zaW5jZS1pbnZhc2lvbi9hcnRpY2xlc2hvdy8xMDA1NjYyNjIuY21z0gGPAWh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL3dvcmxkL2V1cm9wZS9ydXNzaWEtdW5sZWFzaGVzLWxhcmdlc3QtZHJvbmUtYXR0YWNrLW9uLXVrcmFpbmlhbi1jYXBpdGFsLXNpbmNlLWludmFzaW9uL2FtcF9hcnRpY2xlc2hvdy8xMDA1NjYyNjIuY21z?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T08:05:00Z,Google News,en
,Russia-Ukraine war at a glance: what we know on day 459 of the invasion - The Guardian,"<ol><li>Russia-Ukraine war at a glance: what we know on day 459 of the invasion  The Guardian
</li><li>Ukraine counter-offensive against Russia ‘ready to begin’ - BBC News  BBC News
</li><li>Ukraine’s commander in chief hints counteroffensive could be immin…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIzL21heS8yOC9ydXNzaWEtdWtyYWluZS13YXItYXQtYS1nbGFuY2Utd2hhdC13ZS1rbm93LW9uLWRheS00NTktb2YtdGhlLWludmFzaW9u0gF0aHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3dvcmxkLzIwMjMvbWF5LzI4L3J1c3NpYS11a3JhaW5lLXdhci1hdC1hLWdsYW5jZS13aGF0LXdlLWtub3ctb24tZGF5LTQ1OS1vZi10aGUtaW52YXNpb24?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T00:24:00Z,Google News,en
Sputnik International,Ukraine Loses Up to 340 Troops Near Donetsk - Russian Military,"MOSCOW (Sputnik) - Ukraine lost up to 340 military personnel in combat with Russian forces near the eastern city of Donetsk in the past day, the Russian Defense Ministry said in a daily update on Saturday.",https://sputnikglobe.com/20230528/ukraine-loses-up-to-340-troops-near-donetsk---russian-military-1110655100.html,2023-05-28T11:41:50Z,Sputnikglobe.com,en
"Hanna Duggal, Marium Ali",Why do more than 800 million people live in hunger?,"Ten percent of the world’s population does not have enough food, the highest number in more than a decade.",https://www.aljazeera.com/news/2023/5/28/why-is-global-hunger-on-the-rise-2,2023-05-28T07:32:15Z,Al Jazeera English,en
Zero Hedge,54-Nation Alliance Reveals How Many Billions Pumped Into Ukraine,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the author’s name. To receive Global Research’s Daily Newsletter (selected articles), click here. Click the share button above to email/forward this arti…",https://www.globalresearch.ca/54-nation-alliance-reveals-how-many-billions-pumped-into-ukraine/5820576,2023-05-28T15:29:48Z,Globalresearch.ca,en
Jaroslav Lukiv - BBC News,"Kyiv under new massive Russian drone attack, Vitaliy Klitschko says","Vitaliy Klitschko says one man is killed in Ukraine's capital, and more than 20 drones are shot down.",https://finance.yahoo.com/news/kyiv-under-massive-russian-drone-004608060.html,2023-05-28T00:46:08Z,Yahoo Entertainment,en
,Ukraine war: Russian Ambassador Andrei Kelin issues warning of escalation in Ukraine (Laura Kuenssberg/BBC),"Laura Kuenssberg / BBC:
Ukraine war: Russian Ambassador Andrei Kelin issues warning of escalation in Ukraine  —  Russia has warned Western supplies of weapons to Ukraine risk escalating the war to levels not seen so far.  —  Andrei Kelin, Russia's ambassador …",https://www.memeorandum.com/230528/p3,2023-05-28T13:00:28Z,Memeorandum.com,en
,The Mexican War Suggests Ukraine May End Up Conceding Crimea. World War I Suggests the Price May Be Tragic if it Doesn't,"""American Army Entering the City of Mexico"" by Filippo Constaggini, 1885. Architect of the Capitol. 

 

In April 1846, the United States invaded Mexico after a highly disputed incident at the border. Freshman Congressman Abraham Lincoln challenged President …",https://historynewsnetwork.org/article/185766,2023-05-28T14:51:39Z,Historynewsnetwork.org,en
ABC News,Russia unleashes air strikes on Kyiv as the Ukrainian capital marks its birthday,"Kyiv officials say at least 40 drones attacked overnight and were shot down by air defence systems, with falling debris killing a man and injuring a woman.",https://www.abc.net.au/news/2023-05-28/russia-unleashes-air-strikes-on-kyiv-ukrainian-capital-birthday/102403390,2023-05-28T06:05:57Z,ABC News (AU),en
Răzvan,Război în Ucraina. Atac masiv cu drone al Rusiei asupra Kievului. Ucrainenii spun că este probabil cel mai puternic astfel de atac de la începutul războiului. Susțin că au doborât peste 40 de drone. Cel puțin o persoană ucisă și trei rănite.,"#WAR KIEV UNDER RUSSIAN ATTACK Russia is bombing the capital of Ukraine (Kiev) with drones. Officials stated that at least 20 drones have been shot down. So far, one person dead and three injured.#UkraineRussiaWar️ #Kiev #Russia #Ukraine #news pic.twi…",https://www.biziday.ro/250399-2/,2023-05-28T05:26:28Z,Biziday.ro,en
AP Finance,Russia launched 'largest drone attack' on Ukrainian capital before Kyiv Day; 1 killed,"Ukraine's capital was subjected to the largest drone attack since the start of Russia's war, local officials said, as Kyiv prepared to mark the anniversary...",https://finance.yahoo.com/news/russia-launched-largest-drone-attack-075650395.html,2023-05-28T07:56:50Z,Yahoo Entertainment,en
,Russia launched 'largest drone attack' on Ukrainian capital - C4ISRNET,"<ol><li>Russia launched 'largest drone attack' on Ukrainian capital  C4ISRNET
</li><li>Russia unleashes largest drone attack on Ukrainian capital ahead of Kyiv Day | Russia-Ukraine War  WION
</li><li>Russia unleashes drone attack ahead of Kyiv Day  Reuters…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmM0aXNybmV0LmNvbS9mbGFzaHBvaW50cy91a3JhaW5lLzIwMjMvMDUvMjgvcnVzc2lhLWxhdW5jaGVkLWxhcmdlc3QtZHJvbmUtYXR0YWNrLW9uLXVrcmFpbmlhbi1jYXBpdGFsL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T15:19:58Z,Google News,en
Deutsche Welle,Ukraine updates: 'Massive' Russia drone attack targets Kyiv,"Kyiv's mayor said one person was killed in the capital after the latest Russian assault. Meanwhile, Vladimir Putin ordered a bolstering of border security to facilitate ""fast movement"" into Ukraine. DW has more.",https://www.dw.com/en/ukraine-updates-massive-russia-drone-attack-targets-kyiv/a-65755830,2023-05-28T03:35:00Z,DW (English),en
Svetlana Ekimenko,Russian Ambassador to UK: ‘We Haven’t Yet Started to Act Seriously’ in Ukraine,"Russia’s ambassador to the UK, Andrey Kelin, warned Western countries against committing more military support for the Kiev regime as part of the ongoing proxy war with Moscow, saying this would be fraught with further dangerous escalation of the conflagratio…",https://sputnikglobe.com/20230528/russian-ambassador-to-uk-we-havent-yet-started-to-act-seriously-in-ukraine-1110653044.html,2023-05-28T11:57:40Z,Sputnikglobe.com,en
Ian Sample Science editor,"US ‘ready to fight in space if we have to’, says military official","Threat posed by ‘provocative’ Russia and China has left US no choice but to prepare for orbital skirmishesThe US is ready for conflict in outer space, according to a senior military official, after developing anti-satellite technologies to counter the threats…",https://www.theguardian.com/science/2023/may/28/us-ready-to-fight-in-space-military-official,2023-05-28T12:52:10Z,The Guardian,en
Guy Faulconbridge and Joey Roulette,Russia Condemns U.S. Senator Graham's Comments On The Death Of Russians,Russia on Sunday condemned U.S. Senator Lindsey Graham for telling Ukrainian President Volodymyr Zelenskiy during a visit to Kyiv that U.S.,https://www.ibtimes.com/russia-condemns-us-senator-grahams-comments-death-russians-3696146,2023-05-28T17:00:39Z,International Business Times,en
Sputnik International,Lavrov Says Milley's Doubts About Kiev's Ability to Return Lost Lands Realistic,MOSCOW (Sputnik) - Chairman of the US Joint Chiefs of Staff Gen. Mark Milley's doubts about Ukraine's ability to recapture the territory it has lost to Russia since February 2022 in near future is a step forward toward the West's understanding the reality on …,https://sputnikglobe.com/20230528/lavrov-says-milleys-doubts-about-kievs-ability-to-return-lost-lands-realistic-1110653194.html,2023-05-28T10:00:02Z,Sputnikglobe.com,en
AFP,Ukraine reports 'most important' drone attack on Kyiv since invasion,"KYIV, Ukraine: Russia unleashed the ""most important"" assault by drones on Kyiv overnight Saturday-Sunday since the start of the invasion, but nearly all were destroyed, military authorities said.",https://www.bangkokpost.com/world/2580114/ukraine-reports-most-important-drone-attack-on-kyiv-since-invasion,2023-05-28T08:11:00Z,Bangkok Post,en
Sophie Thompson,Lindsey Graham calls ‘Russians dying’ the ‘best money US has spent’ in Zelensky meeting,US senator Lindsey Graham dubbed ‘Russians dying’ as ‘the best money’ the US has spent during a meeting with Ukraine’s President Zelensky on Friday (26 May).,https://www.independent.co.uk/tv/us-news/lindsey-graham-zelensky-russia-meeting-b2347305.html,2023-05-28T11:39:38Z,Independent,en
Sputnik International,Leftist Leaders of South America Offer Contribution to End NATO-Russia Conflict,"MONTEVIDEO (Sputnik) - Leaders of the South American left have affirmed that the region can contribute to the end of the conflict between the North Atlantic Treaty Organization (NATO) and Russia, according to a statement obtained by Sputnik.",https://sputnikglobe.com/20230528/leftist-leaders-of-south-america-offer-contribution-to-end-nato-russia-conflict-1110652480.html,2023-05-28T09:06:57Z,Sputnikglobe.com,en
,"Russian Offensive Campaign Assessment, May 27, 2023 (Institute for the Study of War)","Institute for the Study of War:
Russian Offensive Campaign Assessment, May 27, 2023  —  Click here to see ISW's interactive map of the Russian invasion of Ukraine.  This map is updated daily alongside the static maps present in this report.  —  Click here to …",https://www.memeorandum.com/230528/p8,2023-05-28T13:45:00Z,Memeorandum.com,en
Via AP news wire,Russia launched 'largest drone attack' on Ukrainian capital before Kyiv Day; 1 killed,Local officials in Ukraine's capital say Kyiv has been subjected to the largest drone attack since the start of Russia’s war as the city prepared to mark the anniversary of its founding,https://www.independent.co.uk/news/kyiv-ap-russia-vitali-klitschko-kharkiv-b2347248.html,2023-05-28T07:56:51Z,Independent,en
Svetlana Ekimenko,Internet Sickened as US Senator Says 'Russians Dying' is ‘Best Money Ever Spent’,"US Senator Lindsey Graham flew to Ukraine to meet with President Volodymyr Zelensky on Friday, after which he called on the Biden administration to ramp up support for the authorities in Kiev that are conducting an ongoing proxy war against Russia.",https://sputnikglobe.com/20230528/internet-sickened-as-us-senator-says-russians-dying-is-best-money-ever-spent-1110650526.html,2023-05-28T07:04:47Z,Sputnikglobe.com,en
AFP,'Most important' drone attack on Kyiv since invasion: Ukraine,"Russia carried out the ""most important"" drone attack on Kyiv overnight Saturday-Sunday since the start of the invasion, military authorities said.",https://www.bangkokpost.com/world/2580114/most-important-drone-attack-on-kyiv-since-invasion-ukraine,2023-05-28T08:11:00Z,Bangkok Post,en
Ekaterina ANISIMOVA,Fatalism takes over in bombed Russian border city Belgorod,"Marina Saprykina thought about leaving the Russian border city of Belgorod, but finally, despite the bombing, incursions and fear, she says she is...",https://news.yahoo.com/fatalism-takes-over-bombed-russian-144224775.html,2023-05-28T14:42:24Z,Yahoo Entertainment,en
Rachel Morison and Eamon Akil Farhat,Gas Price Plunge Brings Relief to Europe After Energy Panic,"(Bloomberg) -- European gas prices have plunged to the lowest since mid-2021, when Russia was just beginning to squeeze supplies before its invasion of...",https://finance.yahoo.com/news/gas-price-plunge-brings-relief-073000934.html,2023-05-28T07:30:00Z,Yahoo Entertainment,en
"Breitbart London, Breitbart London","Russia Launches 'Largest' Drone Strike on Kyiv, Ukrainians Claim","Kyiv was subjected to the largest drone attack since the start of Russia's war, local officials said, with at least one person was killed.",https://www.breitbart.com/europe/2023/05/28/russia-launches-largest-drone-strike-on-kyiv-ukrainians-claim/,2023-05-28T10:03:32Z,Breitbart News,en
Sputnik International,Russian Forces Prevent Ukrainian Attack in South Donetsk Direction,"MOSCOW (Sputnik) - Russian forces have thwarted an attempt by Ukrainian troops to attack in the south Donetsk direction, a Russian Defense Ministry spokesperson told Sputnik.",https://sputnikglobe.com/20230528/russian-forces-prevent-ukrainian-attack-in-south-donetsk-direction-1110645156.html,2023-05-28T03:16:32Z,Sputnikglobe.com,en
Valentyn Ogirenko and Gleb Garanich,Russia Unleashes 'Largest' Drone Attack On Ukrainian Capital Ahead Of Kyiv Day,"Russia unleashed multiple waves of air strikes on Kyiv overnight in what officials said appeared to be the largest drone attack on the city since the start of the war, as the Ukrainian capital prepared to celebrate the anniversary of its founding on Sunday.",https://www.ibtimes.com/russia-unleashes-largest-drone-attack-ukrainian-capital-ahead-kyiv-day-3696112,2023-05-28T04:48:41Z,International Business Times,en
Maxwell Gomera,Tackling poverty can start with embracing the GDP of the poor,Governments in Africa need to start paying attention to the resource that feeds the poor: nature.,https://www.aljazeera.com/opinions/2023/5/28/tackling-poverty-can-start-with-embracing-the-gdp-of-the-poor,2023-05-28T12:17:26Z,Al Jazeera English,en
"Adam Wren, Natalie Allison, Meridith McGraw and Lisa Kashinsky",Republicans fear ‘repeat of 2016’ as GOP field expands,Trump plays by rules afforded no other candidate. He might luck out again with a large field in 2024.,https://www.politico.com/news/2023/05/28/trump-desantis-republican-2024-presidential-nominee-00099092,2023-05-28T11:00:00Z,Politico,en
,1 killed in Russia’s ‘largest drone attack’ on Ukrainian capital ahead of Kyiv Day,"Ukraine claims to shoot down over 40 UAVs as waves of Iranian-made Shahed drones fired at city; air force claims record of 54 UAVs fired countrywide, 52 shot down",https://www.timesofisrael.com/1-killed-in-russias-largest-drone-attack-on-ukrainian-capital-ahead-of-kyiv-day/,2023-05-28T09:22:24Z,The Times of Israel,en
,"Russia targets Kyiv with largest drone attack of conflict, killing one - CNN","<ol><li>Russia targets Kyiv with largest drone attack of conflict, killing one  CNN
</li><li>Russia launched 'largest drone attack' on Ukrainian capital before Kyiv Day; 1 killed  Yahoo News
</li><li>Russia unleashes 'massive' air raids on Ukraine's Kyiv  A…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNS8yOC9ldXJvcGUvcnVzc2lhbi1kcm9uZXMtYXR0YWNrLXVrcmFpbmUta3lpdi1pbnRsLWhuay9pbmRleC5odG1s0gFgaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wNS8yOC9ldXJvcGUvcnVzc2lhbi1kcm9uZXMtYXR0YWNrLXVrcmFpbmUta3lpdi1pbnRsLWhuay9pbmRleC5odG1s?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,2023-05-28T16:00:00Z,Google News,en
Andrew Stanton,Putin Scores a Win in Turkey's Election,"Turkish President Recep Tayyip Erdoğan, who has served in a mediating role between Russia and Ukraine, won reelection on Saturday.",https://www.newsweek.com/putin-scores-win-turkeys-election-1803087,2023-05-28T18:14:14Z,Newsweek,en
James Bickerton,Lindsey Graham Appears to Say Russians Dying 'Best Money We've Ever Spent',The U.S. has given Ukraine more than $46.6 billion in military support since the beginning of 2022.,https://www.newsweek.com/lindsey-graham-appears-say-russians-dying-best-money-weve-ever-spent-1803073,2023-05-28T15:38:55Z,Newsweek,en
,"Ukrainian official acknowledges attacks on Crimean Bridge, Russian Navy","Washington DC (UPI) May 27, 2023


 A Ukrainian official confirmed Saturday the country's military played a role in last year's drone attack on a key Crimean bridge as well as on the Russian Black Sea Fleet. 
 Vasyl Maliuk, chief of the Security Service of Uk…",https://www.spacewar.com/reports/Ukrainian_official_acknowledges_attacks_on_Crimean_Bridge_Russian_Navy_999.html,2023-05-28T07:24:42Z,Spacewar.com,en
Guy Faulconbridge,Mercenary Prigozhin says Kremlin blanking him on state media will provoke backlash,"Russia's most powerful mercenary said on Sunday he was convinced that senior Kremlin officials had banned reporting about him on state media, cautioning that...",https://news.yahoo.com/mercenary-prigozhin-says-kremlin-blanking-093615739.html,2023-05-28T09:36:15Z,Yahoo Entertainment,en
Sputnik International,Lavrov on F-16s for Kiev: Some in US-Led West Grasp This as Unacceptable Escalation,"NATO allies recently pledged to deliver F-16 fighter jets to the Kiev regime, the latest addition to the list of lethal weapons the collective West has provided to Ukraine as it allegedly gears up for a major offensive against Russian forces.",https://sputnikglobe.com/20230528/lavrov-on-f-16s-for-kiev-some-in-us-led-west-grasp-this-as-unacceptable-escalation-1110652192.html,2023-05-28T10:27:56Z,Sputnikglobe.com,en
,"Defense secretary tells Navy grads their work will ensure U.S. freedom, security","Washington DC (UPI) May 26, 2023


 Speaking to U.S. Naval Academy graduates Friday, Defense Secretary Lloyd Austin III said their hard work will help bring ""a more free and secure world."" 
 He delivered remarks to graduates during their 2023 ceremony in Anna…",https://www.spacewar.com/reports/Defense_secretary_tells_Navy_grads_their_work_will_ensure_US_freedom_security_999.html,2023-05-28T07:24:42Z,Spacewar.com,en
The Associated Press,Russia launched ‘largest drone attack’ on Ukrainian capital before Kyiv Day; 1 killed,"Ukraine’s capital was subjected to the largest drone attack since the start of Russia’s war, local officials said, as Kyiv prepared to mark the anniversary of its founding on Sunday.",https://www.bostonglobe.com/2023/05/28/business/russia-launched-largest-drone-attack-ukrainian-capital-before-kyiv-day-1-killed/,2023-05-28T08:04:45Z,The Boston Globe,en
Jillian Ambrose Energy correspondent,Ukraine built more onshore wind turbines last year than England,"Revelation about war-torn country is ‘terrible indictment’ of UK government, says Ed Miliband Ukraine has completed more onshore wind turbines than England since it was occupied by Russian soldiers – despite the UK’s government’s promise to relax restrictions…",https://www.theguardian.com/environment/2023/may/28/ukraine-built-more-onshore-wind-turbines-last-year-than-england,2023-05-28T10:19:57Z,The Guardian,en
"AFP, LIBERATION",Guerre en Ukraine : 54 drones explosifs lancés par la Russie font deux morts et trois blessés,Les autorités de Kiev disent avoir enregistré dans la nuit de samedi 27 mai la plus importante attaque de drones sur la capitale depuis le début de l’invasion russe.,https://www.liberation.fr/international/europe/guerre-en-ukraine-54-drones-explosifs-lances-par-la-russie-font-deux-morts-et-trois-blesses-20230528_KRW3L3CH4BDWPM52SCGY5J6OQE/,2023-05-28T07:38:50Z,Libération,fr
(20 Minutes),"Cinéma : Avec son film, Maciek Hamela veut montrer les vrais visages de la guerre en Ukraine","Le Festival de Cannes s’est terminé hier, samedi 27 mai, et a récompensé le film de Justine Triet.Maciek Hamela est un réalisateur polonais, sélectionné à l’Acid pour son film sur la guerre en Ukraine.",https://www.20minutes.fr/videos/4038764-20230528-cinema-film-maciek-hamela-veut-montrer-vrais-visages-guerre-ukraine,2023-05-28T16:15:19Z,20 Minutes,fr
Aymeric Le Gall (20 Minutes),Roland-Garros : « Elle ne méritait pas ça »… Que penser des sifflets du Lenglen contre l’Ukrainienne Kostyuk ?,"Alors que la guerre en Ukraine fait rage depuis 15 mois, l’Ukrainienne Marta Kostyuk a refusé de serrer la main de la Biélorusse Aryna Sabalenka.Ce geste, qu’elle avait annoncé, a été sifflé par le public de Roland-Garros.La joueuse biélorusse a d’abord c",https://www.20minutes.fr/sport/tennis/4038767-20230528-roland-garros-meritait-ca-penser-sifflets-lenglen-contre-ukrainienne-kostyuk,2023-05-28T15:58:31Z,20 Minutes,fr
Maxime Birken,Guerre en Ukraine : Kiev a lancé les premières étapes de sa contre-offensive,"Les préparatifs de la contre-offensive ukrainienne se précisent de jour en jour, à en croire les hauts responsables de l’administration de Volodymyr Zelensky.",https://www.huffingtonpost.fr/international/article/guerre-en-ukraine-kiev-a-lance-les-premieres-etapes-de-sa-contre-offensive_218417.html,2023-05-28T07:20:08Z,Le HuffPost,fr
,"L’immigration, le débat qui paralyse Bruxelles depuis près de huit ans","Le Brexit, la pandémie ou encore la guerre en Ukraine ont éclipsé la question migratoire au sein de l’Union. Mais le sujet occupe à nouveau l’agenda communautaire, détaille ce quotidien conservateur espagnol.",https://www.courrierinternational.com/article/union-europeenne-l-immigration-le-debat-qui-paralyse-bruxelles-depuis-pres-de-huit-ans,2023-05-28T13:58:20Z,Courrier International,fr
Le HuffPost avec AFP,Guerre en Ukraine : Kiev essuie la plus grosse attaque de drones explosifs depuis le début de la guerre,Les autorités militaires ont affirmé avoir des dizaines de drones explosifs lancés par Moscou dans le pays dont une quarantaine au-dessus de Kiev.,https://www.huffingtonpost.fr/international/article/guerre-en-ukraine-kiev-essuie-la-plus-grosse-attaque-de-drones-explosifs-depuis-le-debut-de-la-guerre_218432.html,2023-05-28T10:50:08Z,Le HuffPost,fr
Romain HOUEIX,La guerre en Ukraine s'invite au premier jour de Roland-Garros,"Lors du tout premier match de l'édition 2023 de Roland-Garros, l'Ukrainienne Marta Kostyuk est allée au bout de ses convictions et a refusé dimanche de serrer la main de la Biélorusse Aryna Sabalenka.",https://www.france24.com/fr/sports/20230528-la-guerre-en-ukraine-s-invite-au-d%C3%A9but-de-roland-garros,2023-05-28T14:14:01Z,FRANCE 24 English,fr
The Economist,Guerre en Ukraine: la lente et inquiétante dérive de Vienne vers Moscou,"Jouant de sa neutralité, l'Autriche s'est longtemps vu comme un pont vers l'Est. Mais les dérapages se multiplient alors que le FPÖ prorusse s'impose, un an avant les élections législatives.",https://www.challenges.fr/monde/europe/guerre-en-ukraine-la-lente-et-inquietante-derive-de-lautriche-vers-la-russie_856472,2023-05-28T14:00:00Z,Challenges,fr
Michel Goya,"Alors que la météo permet le début d’une contre-offensive, état des lieux de l’armée ukrainienne",Michel Goya et Jean Lopez publient « L’ours et le renard : Histoire immédiate de la guerre en Ukraine » aux éditions Perrin. Cet ouvrage est indispensable non seulement aux amateurs d'histoire militaire mais à tout citoyen désireux de comprendre l'énorme embr…,https://atlantico.fr/article/decryptage/alors-que-la-meteo-permet-le-debut-d-une-contre-offensive-etat-des-lieux-de-l-armee-ukrainienne-guerre-russie-ukraine-kiev-moscou-kremlin-zelensky-poutine-armes-moyens-donbass-crimee-frontieres-marioupol-otan-michel-goya-jean-lopez,2023-05-28T08:41:44Z,Atlantico.fr,fr
"Fabien Magnenou, Pierre Godon","DIRECT. Guerre en Ukraine : Kiev visée par une ""attaque massive"" de drones pendant la nuit",Les forces armées ukrainiennes affirment avoir abattu une quarantaine d'engins explosifs lancés par la Russie.,https://www.francetvinfo.fr/monde/europe/manifestations-en-ukraine/direct-guerre-en-ukraine-kiev-visee-par-une-attaque-massive-de-drones-pendant-la-nuit_5852867.html,2023-05-28T07:35:05Z,Francetvinfo.fr,fr
Sputnik Afrique,"""Les Russes meurent… Nous n'avons jamais aussi bien dépensé notre argent"", dit un sénateur US","En déplacement en Ukraine, le sénateur américain Lindsey Graham a avancé que la mort des Russes était le meilleur investissement des autorités américaines dans le cadre de l’aide à Kiev.",https://fr.sputniknews.africa/20230528/les-russes-meurent-nous-navons-jamais-aussi-bien-depense-notre-argent-dit-un-senateur-us--1059533879.html,2023-05-28T08:10:17Z,Sputniknews.africa,fr
Par sudinfo.be,"Guerre en Ukraine: les Occidentaux «jouent avec le feu» en Ukraine, dénonce Sergueï Lavrov","Les Occidentaux «jouent avec le feu» après le feu vert récent des Etats-Unis pour des livraisons futures d’avions de combat F-16 à Kiev, a dénoncé le ministre russe des Affaires étrangères, Sergueï Lavrov, qui a déploré «une escalade inacceptable».",https://www.sudinfo.be/id670220/article/2023-05-28/guerre-en-ukraine-les-occidentaux-jouent-avec-le-feu-en-ukraine-denonce-serguei,2023-05-28T10:55:06Z,Sudinfo.be,fr
Sputnik Afrique,Bilan ukrainien: l'armée russe détruit encore trois missiles de croisière Storm Shadow,"En ces dernières 24h, les troupes russes ont anéanti plusieurs postes d’observation dans la zone du conflit, dont un où se positionnaient temporairement des mercenaires étrangers. Selon la Défense russe, la plupart des soldats éliminés l’ont été sur l’axe de …",https://fr.sputniknews.africa/20230528/bilan-ukrainien-larmee-russe-detruit-encore-trois-missiles-de-croisiere-storm-shadow-1059541549.html,2023-05-28T14:03:12Z,Sputniknews.africa,fr
Ministère de l'Europe et des Affaires étrangères,Ukraine – Condamnation des frappes russes contre Kiev en ce jour anniversaire de la fondation de la capitale ukrainienne (28.05.23),"La France condamne avec la plus grande fermeté les vagues de frappes russes de missiles et de drones qui ont de nouveau visé Kiev. Il s'agit de la quatorzième attaque du mois de mai sur la capitale. 
Ces frappes, qui interviennent le jour de l'anniversaire de…",https://www.diplomatie.gouv.fr/fr/dossiers-pays/ukraine/article/ukraine-condamnation-des-frappes-russes-contre-kiev-en-ce-jour-anniversaire-de,2023-05-28T17:11:58Z,Gouv.fr,fr
AFP,"Erdogan, l'invincible ""Reis""","Il a transformé la Turquie comme nul autre depuis Mustafa Kemal Atatürk, le fondateur de la République dont il a déjà largement battu le record de longévité. Recep Tayyip Erdogan, au pouvoir depuis deux décennies, a été réélu dimanche pour cinq ans. 
À 69 ans…",https://www.challenges.fr/top-news/erdogan-l-invincible-reis_856814,2023-05-28T17:58:35Z,Challenges,fr
Gérard Araud,"Gérard Araud – Henry Kissinger, l’oracle centenaire",CHRONIQUE. L'ancien secretaire d'Etat de Richard Nixon fete ses 100 ans et continue de livrer ses conseils sur la guerre en Ukraine et la rivalite sino-americaine.,https://www.lepoint.fr/monde/gerard-araud-henry-kissinger-l-oracle-centenaire-28-05-2023-2521940_24.php,2023-05-28T06:00:00Z,Le Point,fr
